price_total,price_unit,area,ratio,age,Floor,Height,room
869.995,26.5,32.83,50.13,1,4,15,3
783.549,33.3,23.53,54.6,1,9,15,2
708.07,31.4,22.55,56.95,1,11,15,2
732.424,32.8,22.33,64.4,1,13,15,2
699.725,32.5,21.53,59.66,1,12,15,2
671.55,33,20.35,60.87,1,14,15,2
999.05,32.5,30.74,50.06,1,7,15,2
921.375,32.5,28.35,50.06,1,9,15,2
873.549,30.3,28.83,53.67,1,11,15,2
780.507,27.3,28.59,52.49,1,13,15,2
898.695,31.7,28.35,50.06,1,4,15,2
346.471,23.3,14.87,78.27,28,7,12,2
599.44,29.5,20.32,66.5,30,7,12,2
455.168,22.4,20.32,66.5,27,7,12,2
459.483,30.9,14.87,78.27,30,9,12,2
319.705,21.5,14.87,78.27,29,9,12,2
285.504,19.2,14.87,78.27,27,6,12,2
539.781,36.3,14.87,78.27,30,10,12,2
740.138,40.6,18.23,57,6,7,29,2
479.449,26.3,18.23,57,3,7,29,2
727.195,26.3,27.65,49.55,3,7,29,2
655.5,22.8,28.75,50.61,3,3,29,2
774.2,28,27.65,49.55,3,3,29,2
1249.056,28.8,43.37,46.87,6,9,29,2
958.477,22.1,43.37,46.87,4,9,29,2
538.832,28.3,19.04,54.68,3,9,29,2
450.281,24.7,18.23,57,2,9,29,2
1256.028,28.2,44.54,46.87,3,21,29,2
579.714,31.8,18.23,57,6,21,29,2
519.555,28.5,18.23,57,4,21,29,2
868.438,36.2,23.99,57,5,21,29,2
1111.29,25.5,43.58,46.43,5,27,29,2
688.847,22.3,30.89,54.4,3,27,29,2
510.176,29.8,17.12,56.85,3,27,29,2
1286.824,30.8,41.78,49.55,6,27,29,2
679.52,31,21.92,54.99,5,23,29,2
930.713,21.7,42.89,50.61,3,23,29,2
677.824,35.6,19.04,54.68,5,23,29,2
1051.144,23.6,44.54,46.87,6,22,29,2
644.448,29.4,21.92,54.99,4,22,29,2
969.196,40.4,23.99,57,6,22,29,2
550.546,30.2,18.23,57,3,22,29,2
1002.15,22.5,44.54,46.87,4,25,29,2
1228.752,27.6,44.52,46.83,6,25,29,2
1099.644,24.7,44.52,46.83,5,25,29,2
482.36,24.8,19.45,53.52,3,28,29,2
684.64,35.2,19.45,53.52,5,28,29,2
1287.206,28.9,44.54,46.87,3,26,29,2
581.064,26.4,22.01,54.99,4,26,29,2
570.059,25.9,22.01,54.99,3,26,29,2
684.64,35.2,19.45,53.52,5,26,29,2
534.875,27.5,19.45,53.52,3,26,29,2
1209.498,28.2,42.89,50.61,3,26,29,2
539.608,29.6,18.23,57,3,26,29,2
938.009,39.1,23.99,57,6,26,29,2
700.508,29.2,23.99,57,5,26,29,2
1137.36,28,40.62,49.55,3,26,29,2
1002.15,22.5,44.54,46.87,5,24,29,2
541.424,24.7,21.92,54.99,3,24,29,2
582.957,24.3,23.99,43.31,1,24,29,2
779.675,32.5,23.99,57,5,24,29,2
640.533,26.7,23.99,43.31,2,24,29,2
677.04,27.3,24.8,54.68,3,24,29,2
1098.814,26.3,41.78,49.55,4,24,29,2
1468.698,23.1,63.58,49.88,3,20,29,3
859.69,44.2,19.45,53.52,6,20,29,2
709.147,38.9,18.23,57,5,20,29,2
653.072,34.3,19.04,54.68,4,20,29,2
609.28,32,19.04,54.68,3,20,29,2
997.248,22.4,44.52,46.83,4,20,29,2
877.38,21,41.78,49.55,1,20,29,2
656.64,21.6,30.4,46.87,3,2,29,2
539.608,29.6,18.23,57,4,2,29,2
519.555,28.5,18.23,57,5,2,29,2
774.752,35.2,22.01,54.99,6,5,29,2
664.125,23.1,28.75,50.61,3,5,29,2
649.264,34.1,19.04,54.68,4,5,29,2
760.191,41.7,18.23,57,6,5,29,2
1070.024,23.6,45.34,46.83,5,5,29,2
870.975,31.5,27.65,49.55,6,5,29,2
609.376,27.8,21.92,54.99,4,6,29,2
657.41,33.8,19.45,53.52,3,6,29,2
761.875,26.5,28.75,50.61,3,6,29,2
639.905,32.9,19.45,53.52,5,11,29,2
1028.412,23.1,44.52,46.83,4,11,29,2
904.162,20.3,44.54,46.87,3,17,29,2
618.481,28.1,22.01,54.99,4,17,29,2
667,23.2,28.75,50.61,3,17,29,2
506.794,27.8,18.23,57,3,17,29,2
1139.712,25.6,44.52,46.83,6,17,29,2
805.62,29,27.78,54.98,5,13,29,2
541.424,24.7,21.92,54.99,3,13,29,2
725.424,38.1,19.04,54.68,6,13,29,2
620.704,32.6,19.04,54.68,5,13,29,2
515.909,28.3,18.23,57,3,13,29,2
1210.944,27.2,44.52,46.83,6,13,29,2
499.865,25.7,19.45,53.52,1,19,29,2
1097.984,25.6,42.89,50.61,6,19,29,2
529.312,27.8,19.04,54.68,3,19,29,2
630.758,34.6,18.23,57,5,19,29,2
660.688,34.7,19.04,54.68,5,19,29,2
1049.07,24.2,43.35,46.83,5,19,29,2
1002.15,22.5,44.54,46.87,4,12,29,2
629.486,28.6,22.01,54.99,3,12,29,2
649.63,33.4,19.45,53.52,4,12,29,2
685.44,36,19.04,54.68,5,12,29,2
530.493,29.1,18.23,57,4,12,29,2
727.377,39.9,18.23,57,6,15,29,2
768.43,23,33.41,41,1,15,29,2
719.502,25.9,27.78,54.98,3,18,29,2
519.436,23.6,22.01,54.99,2,16,29,2
982.181,22.9,42.89,33.92,5,16,29,2
620.704,32.6,19.04,54.68,4,16,29,2
838.488,27.6,30.38,46.83,4,16,29,2
657.6,30,21.92,54.99,5,14,29,2
735.21,37.8,19.45,53.52,6,14,29,2
630.18,32.4,19.45,53.52,5,14,29,2
769.995,21.3,36.15,46.83,3,14,29,2
601.005,30.9,19.45,53.52,4,14,29,2
519.504,23.7,21.92,54.99,3,10,29,2
576.068,31.6,18.23,57,4,10,29,2
1068.48,24,44.52,46.83,5,10,29,2
990.759,23.1,42.89,50.61,3,4,29,2
645.456,33.9,19.04,54.68,4,4,29,2
630.224,33.1,19.04,54.68,3,4,29,2
580.558,24.2,23.99,43.31,1,25,29,2
1251.36,33,37.92,60.6,1,14,15,3
668.8,30.4,22,55.58,1,7,22,2
830.178,30.6,27.13,55.52,1,7,22,2
1166,40,29.15,55.9,3,7,22,2
651.076,27.8,23.42,55.9,1,3,22,2
719.1,30,23.97,55.21,2,9,22,2
1009.4,39.2,25.75,55.58,3,21,22,2
800.335,29.5,27.13,55.51,1,21,22,2
740.412,31.4,23.58,55.95,1,21,22,2
849.58,39.7,21.4,55.52,3,22,22,2
800.423,29.9,26.77,46.34,2,22,22,2
1318.8,30,43.96,50.85,1,20,22,3
1087.336,39.8,27.32,55.95,3,20,22,2
1158.624,29.8,38.88,49.37,3,2,22,3
1049.76,27,38.88,49.37,2,2,22,3
712.658,34.9,20.42,59.86,1,2,22,2
1424.43,32.3,44.1,51.04,2,8,22,2
941.5,35,26.9,45.83,3,6,22,2
1336.384,30.4,43.96,43.63,2,6,22,3
1249.08,28,44.61,51.04,1,6,22,3
719.1,30,23.97,55.21,2,6,22,2
1020.312,33.3,30.64,45.83,3,11,22,2
851.312,30.8,27.64,55.51,1,11,22,2
869.535,28.5,30.51,46.34,1,11,22,2
1037.282,31.3,33.14,45.83,1,17,22,2
750.261,31.3,23.97,55.21,2,17,22,2
901.173,27.3,33.01,46.34,2,17,22,2
1428.7,32.5,43.96,50.85,2,19,22,3
1458.747,32.7,44.61,51.04,2,19,22,3
855.54,31.5,27.16,55.9,2,19,22,2
780.1,29,26.9,45.83,1,15,22,2
1064.648,37.7,28.24,55.57,2,15,22,2
900.213,30.3,29.71,55.21,1,15,22,2
1050.538,31.7,33.14,45.83,2,18,22,2
826.575,32.1,25.75,55.58,2,18,22,2
1076.126,32.6,33.01,46.34,2,18,22,2
317.42,23.6,13.45,45.85,3,16,22,2
809.852,29.3,27.64,55.51,1,16,22,2
1300.594,39.4,33.01,46.34,3,16,22,2
838.728,29.7,28.24,55.57,1,14,22,2
1000.568,36.2,27.64,55.52,2,10,22,2
901.064,32.6,27.64,55.51,1,10,22,2
998.718,30.1,33.18,44.54,1,7,22,2
889.38,32.4,27.45,44.55,3,9,22,2
1298.151,29.1,44.61,51.04,1,9,22,3
818.01,29.8,27.45,44.55,1,22,22,2
1200.009,26.9,44.61,51.04,2,22,22,3
1037.806,32.2,32.23,46.8,3,22,22,2
1019.51,37.9,26.9,45.83,3,8,22,2
1021.569,22.9,44.61,51.04,1,8,22,3
809.775,29.5,27.45,44.55,1,11,22,2
660.444,28.2,23.42,55.9,1,11,22,2
1010.35,33.4,30.25,46.79,3,11,22,2
995.225,32.9,30.25,46.79,1,11,22,2
844.66,31.4,26.9,45.83,2,12,22,2
1098.72,33.6,32.7,44.89,2,18,22,2
1186.65,29.3,40.5,47.02,2,16,22,3
1080.053,33.1,32.63,45.83,2,16,22,2
1543.506,34.6,44.61,51.04,2,16,22,3
735.66,26.8,27.45,44.55,1,4,22,2
1010.766,31.4,32.19,44.89,3,4,22,2
1128.958,27.8,40.61,56.15,1,4,22,3
268.632,12.3,21.84,80.14,39,6,12,3
1099.38,25.1,43.8,62.49,11,7,15,3
1964.61,26.3,74.7,60.7,14,2,15,4
1798.406,30.7,58.58,51.51,13,5,15,4
2003.984,25.1,79.84,60.82,11,11,15,4
1973.23,24.5,80.54,60.82,11,12,15,4
1660.02,37.9,43.8,62.49,14,12,15,3
1669.53,28.5,58.58,51.51,12,12,15,4
1530.12,31.1,49.2,49.27,12,15,15,4
1739.826,29.7,58.58,51.51,12,10,15,3
1722,35,49.2,49.27,14,10,15,3
2049.575,27.5,74.53,60.82,13,4,15,4
1680.84,21,80.04,60.59,11,4,15,4
1247.754,21.3,58.58,51.51,9,14,15,3
998.76,20.3,49.2,49.27,10,5,15,4
1654.26,39.5,41.88,59.73,1,3,15,3
1158.633,37.1,31.23,57.61,1,3,15,3
1221,37,33,57.54,1,2,15,2
1381.08,40.8,33.85,58.4,1,5,15,2
1201.122,35.1,34.22,60.49,1,7,15,2
1601.128,38.6,41.48,58.14,1,2,15,3
1366.442,41.8,32.69,57.42,1,8,15,2
1601.128,38.6,41.48,58.14,1,11,15,3
1630.164,39.3,41.48,58.13,1,15,15,3
1599.018,35.4,45.17,55.93,1,4,15,3
1108.665,35.5,31.23,57.41,1,4,15,2
1701.2,40,42.53,59.81,1,8,15,3
1019.59,34.1,29.9,58.45,1,3,15,2
709.797,41.1,17.27,58.05,1,3,15,2
1221.332,37.1,32.92,57.61,1,5,15,3
1586.205,34.9,45.45,53.93,1,6,15,3
1098.75,37.5,29.3,58.4,1,11,15,3
1648.125,37.5,43.95,53.63,1,14,15,3
1013.78,34.6,29.3,58.4,1,4,15,2
2533.01,31,81.71,56.07,1,3,15,3
2052.096,25.6,80.16,57.36,1,2,15,3
2272.424,23.8,95.48,55.31,1,6,15,4
2116.096,25.6,82.66,55.31,1,4,15,3
2502.331,29.9,83.69,55.94,1,3,15,3
2040.555,24.9,81.95,57.35,1,2,15,3
2025.298,24.2,83.69,55.94,1,5,15,3
1966.715,23.5,83.69,55.94,1,4,15,3
2150.418,26.7,80.54,55.61,1,3,15,3
2290.97,29.5,77.66,58.08,1,2,15,3
2108.471,26.3,80.17,56.9,1,5,15,3
2085.864,26.4,79.01,56.89,1,8,15,3
2602.862,33.4,77.93,57.84,3,13,15,3
2124.64,27.1,78.4,57.43,1,15,15,3
2279.97,29.4,77.55,58.18,1,14,15,3
2326.429,30.1,77.29,58.36,1,2,15,3
2110.049,26.3,80.23,55.82,1,5,15,3
2077.957,25.9,80.23,55.82,1,8,15,3
2222.371,27.7,80.23,55.82,1,12,15,3
3231.746,34.3,94.22,55.82,2,15,15,4
2159.476,37.4,57.74,57.38,3,5,15,3
2142.154,37.1,57.74,57.39,3,8,15,3
2078.64,36,57.74,57.38,3,12,15,3
2041.996,24.2,84.38,57.54,8,3,33,4
2493.18,24.3,102.6,55.64,7,20,33,3
2704.384,27.8,97.28,55.87,10,5,33,3
2052.132,24.6,83.42,58,8,10,33,2
1391.089,25.9,53.71,65.37,19,3,14,4
566.973,24.9,22.77,59.63,20,9,14,2
1069.23,29,36.87,65.16,19,6,14,3
730.892,32.6,22.42,65.44,21,11,14,2
650.18,29,22.42,65.44,20,12,14,2
636.728,28.4,22.42,59.52,19,10,14,2
524.844,23.9,21.96,58.88,18,5,14,2
555.242,22.7,24.46,58.88,18,6,14,2
1088.465,22.7,47.95,65.25,20,14,14,3
564.372,25.7,21.96,64.79,18,14,14,2
468.485,21.5,21.79,65.56,18,14,14,2
1169.286,31.8,36.77,54.46,20,14,14,3
587.86,26,22.61,61.48,19,4,14,2
449.036,20.3,22.12,60.12,16,4,14,2
569.75,25,22.79,62.22,23,7,14,2
649.129,29.9,21.71,62.61,25,3,14,2
489.708,22.3,21.96,62.73,22,9,14,2
464.594,21.4,21.71,62.61,22,5,14,2
559.559,30.1,18.59,62.73,25,5,14,2
493.81,22.6,21.85,62.22,22,5,14,2
650.226,30.7,21.18,60.81,24,6,14,2
485.022,22.9,21.18,60.81,22,6,14,2
400.302,18.9,21.18,60.81,22,11,14,2
349.492,18.8,18.59,62.73,20,10,14,2
388.93,17.8,21.85,55.28,20,13,14,2
1602.72,21.6,74.2,51.72,8,2,29,3
3983.455,24.5,162.59,54.05,12,15,29,5
5650.05,35,161.43,54.47,12,14,29,4
3000.187,27.7,108.31,57.39,12,4,29,3
2909.316,27.6,105.41,57.36,10,10,29,4
2081.304,27.4,75.96,54.09,9,25,29,3
2157.264,28.4,75.96,54.09,9,28,29,3
2107.28,28.4,74.2,55.46,12,2,29,4
1601.76,21.3,75.2,54.67,8,3,29,3
2476.296,32.6,75.96,54.09,11,18,29,4
1982.556,26.1,75.96,54.09,9,18,29,3
2135,28,76.25,54.46,11,7,29,4
1968.754,25.4,77.51,53.52,9,23,29,4
2030.762,26.2,77.51,53.52,9,22,29,3
1458.513,18.9,77.17,50.28,8,2,29,4
2401.875,31.5,76.25,54.46,11,8,29,4
498.992,20.8,23.99,62.41,17,7,14,2
621.03,25.4,24.45,63.23,20,2,14,2
594.952,24.8,23.99,62.41,21,5,14,2
650.37,26.6,24.45,63.23,20,6,14,2
1300.075,32.3,40.25,58.1,20,10,14,3
800.452,33.2,24.11,64.28,21,9,14,2
580.413,23.7,24.49,62.66,18,2,14,2
800.358,33.1,24.18,60.8,21,13,14,2
700.414,28.6,24.49,60.44,20,13,14,2
489.8,20,24.49,60.42,17,12,14,2
827.762,33.8,24.49,62.66,21,10,14,2
1388.442,32.7,42.46,57.87,1,2,15,3
1179.273,32.3,36.51,57.7,1,2,15,3
1479.8,35,42.28,57.53,1,15,15,3
1606.64,38,42.28,57.53,1,14,15,3
1517.852,35.9,42.28,57.53,1,4,15,3
1517.98,35.5,42.76,58.55,1,3,15,3
1535.084,35.9,42.76,58.55,1,3,15,3
1287.16,28,45.97,59.42,1,3,15,3
1120.08,31.2,35.9,58.87,1,2,15,3
1567.577,34.1,45.97,59.42,2,2,15,3
1553.786,33.8,45.97,59.42,1,2,15,3
933.089,33.1,28.19,56.98,1,5,15,2
1000.745,35.5,28.19,56.98,1,12,15,2
1881.355,34.3,54.85,58.54,1,15,15,3
886.6,28.6,31,55.36,1,3,15,2
880.156,31.3,28.12,57.14,1,9,15,2
624.864,27.6,22.64,54.7,1,2,15,3
840.1,27.1,31,55.36,1,2,15,2
967.2,31.2,31,55.36,1,15,15,2
1781.005,39.1,45.55,56.74,2,4,15,3
1031.884,27.4,37.66,55.36,1,4,15,2
1401.211,32.9,42.59,63.58,1,3,18,2
1760.094,36.6,48.09,60.03,1,3,18,2
1459.832,31.3,46.64,62.23,1,2,18,2
1358.621,31.9,42.59,63.58,1,2,18,2
1553.307,32.3,48.09,60.03,1,2,18,2
1362.88,32,42.59,63.58,1,5,18,2
1381.8,32.9,42,61.07,1,17,18,3
1381.058,32.2,42.89,61.27,1,18,18,2
1631.904,38.2,42.72,58.38,2,16,18,3
1131.258,33.4,33.87,61.52,2,14,18,2
1558.794,36.6,42.59,63.58,1,4,18,2
1936.512,36.9,52.48,62.79,1,9,18,3
1765.5,33,53.5,62.79,1,3,18,3
1786.9,33.4,53.5,62.79,1,5,18,3
1891.11,33.8,55.95,62.8,1,8,18,3
1786.9,33.4,53.5,62.79,1,6,18,3
1794.816,34.2,52.48,62.79,1,12,18,3
1781.78,38.5,46.28,61.86,2,18,18,3
1801.59,32.2,55.95,62.8,1,10,18,3
1984.85,37.1,53.5,62.79,1,4,18,3
1936.7,36.2,53.5,62.79,1,3,18,3
1802.95,33.7,53.5,62.79,1,5,18,3
1910.272,36.4,52.48,62.79,1,4,18,3
1035.155,14.5,71.39,73.35,36,10,12,4
982.824,37.2,26.42,52.73,2,7,15,2
775.988,41.9,18.52,57.34,2,7,15,2
1150.338,44.9,25.62,57.06,3,2,15,2
923.944,39.2,23.57,54.33,1,5,15,2
1051.222,44.6,23.57,54.33,1,8,15,2
1070.078,45.4,23.57,54.33,1,11,15,2
600.327,27.3,21.99,57.06,2,11,15,2
1044.151,44.3,23.57,54.33,2,13,15,2
1077.149,45.7,23.57,54.33,1,12,15,2
993.09,21,47.29,79.54,38,5,12,4
736.008,16.8,43.81,79.47,39,7,12,4
750.52,14.5,51.76,75.28,38,9,12,4
799.128,26.4,30.27,67.13,39,9,12,3
869.736,16.7,52.08,81.59,34,4,12,3
622.206,11.7,53.18,78.34,36,9,18,3
850.297,25.9,32.83,50.08,1,7,15,2
826.574,39.1,21.14,57.72,3,3,15,2
489.59,28.3,17.3,57.21,1,3,15,2
1130.745,36.3,31.15,51.82,3,3,15,2
949.866,30.9,30.74,56.13,2,2,15,2
555.33,32.1,17.3,57.21,4,2,15,2
465.37,26.9,17.3,57.21,1,8,15,2
800.19,30.6,26.15,57.72,1,6,15,2
479.36,28,17.12,57.81,1,6,15,2
726.6,42,17.3,57.21,3,11,15,2
978.782,46.3,21.14,57.72,3,12,15,2
627.6,24,26.15,57.72,1,15,15,2
800.203,31.1,25.73,56.14,1,15,15,2
750.47,35.5,21.14,57.72,2,10,15,2
2181.266,32.6,66.91,57.07,5,3,29,4
2447.349,35.3,69.33,57.07,5,28,29,3
3317.832,34.8,95.34,57.84,3,20,29,3
2090.655,31.5,66.37,57.08,3,20,29,3
1701.083,25.7,66.19,57.06,3,20,29,3
1797.432,27.3,65.84,57.06,3,17,29,3
1663.704,25.2,66.02,57.08,2,14,29,3
1601.798,24.2,66.19,57.06,2,14,29,3
602.447,10.3,58.49,51.39,36,3,11,4
799.429,16.7,47.87,63.16,33,7,11,4
1149.495,38.9,29.55,56.1,1,7,15,2
1972.23,50.7,38.9,55.94,1,13,15,2
579.15,15,38.61,65.05,30,3,19,3
1204.676,12.1,99.56,74.51,30,4,12,10
861.198,18.3,47.06,53.49,10,9,15,3
1358.208,26.2,51.84,58.37,12,8,15,3
1083.456,20.9,51.84,48.56,10,12,15,3
668.482,16.6,40.27,71.13,31,12,12,3
951.524,23.8,39.98,70.92,31,7,12,3
899.55,22.5,39.98,70.92,31,6,12,3
779.61,19.5,39.98,70.92,29,11,12,3
723.638,18.1,39.98,70.92,27,12,12,3
691.654,17.3,39.98,70.92,27,7,12,2
918.156,22.8,40.27,71.13,31,11,12,3
1628.379,26.1,62.39,60.29,14,9,15,4
3094.815,28.5,108.59,65.31,16,6,15,6
2050.272,32.4,63.28,59.59,16,11,15,3
1980.664,31.3,63.28,59.59,14,13,15,3
1801.98,28.4,63.45,59.42,14,14,15,3
1652.64,26.4,62.6,61.89,14,9,15,4
1781.932,26.8,66.49,56.09,15,5,15,4
1577.52,25.2,62.6,61.87,14,5,15,4
2231.064,31.3,71.28,60.45,16,8,15,4
1953.12,31.2,62.6,61.89,15,8,15,4
2196.748,30.2,72.74,62.03,16,12,15,4
2542.474,32.6,77.99,61.61,14,14,15,4
1927.056,30.4,63.39,61.04,16,4,15,4
1002.378,18.1,55.38,59.29,18,10,14,3
956.232,22.8,41.94,59.29,19,2,14,3
1248.68,26.5,47.12,59.04,22,9,14,3
883.476,19.8,44.62,58.17,18,13,14,3
978.978,28.6,34.23,61.01,22,13,14,2
978.978,28.6,34.23,61.01,22,4,14,2
999.424,24.4,40.96,59.35,21,6,14,3
1360.404,27.9,48.76,60.23,21,11,14,3
766.16,30.5,25.12,66.47,19,7,14,2
1261.715,32.9,38.35,63.03,20,7,14,3
769.824,29.7,25.92,63.68,18,7,14,2
868.02,34.5,25.16,61.68,19,7,14,2
560.28,21,26.68,66.47,16,2,14,2
595.344,23.7,25.12,66.47,16,6,14,2
1263.15,31.5,40.1,64.53,20,11,14,2
815.184,32.4,25.16,61.68,19,13,14,2
830.28,33,25.16,61.68,19,12,14,2
958.83,31,30.93,63.28,19,12,14,2
898.24,22.4,40.1,64.53,16,14,14,3
1039.662,35.1,29.62,66.47,20,14,14,2
639.606,24.2,26.43,63.28,18,14,14,2
936.432,25.2,37.16,64.53,18,10,14,2
847.132,28.6,29.62,66.47,18,10,14,3
1198.491,21.7,55.23,63.63,16,4,14,4
889.72,23.2,38.35,60.47,16,7,14,3
1442.375,27.5,52.45,56.27,21,13,14,4
1915.42,26.5,72.28,59.45,9,3,15,4
2503.8,31.2,80.25,58.97,11,7,15,4
1166.44,22,53.02,77.21,37,10,15,4
540.328,13.7,39.44,71.43,33,7,15,3
751.535,14.5,51.83,78.89,37,11,15,4
786.852,19.8,39.74,72.04,37,5,15,3
1080.45,34.3,31.5,57.4,20,7,14,2
803.768,24.8,32.41,56.33,18,7,14,2
789.263,26.3,30.01,58.15,18,2,14,2
879.06,27.3,32.2,56.33,20,2,14,2
806.625,23.9,33.75,58.08,20,2,14,2
881.261,25.1,35.11,58,18,8,14,3
939.84,26.7,35.2,58,19,6,14,2
820.572,35.4,23.18,55.92,20,11,14,2
637.45,27.5,23.18,55.92,19,11,14,2
702.45,22.3,31.5,57.4,17,10,14,2
859.519,34.7,24.77,55.97,20,4,14,2
800.034,28.2,28.37,60.26,18,7,14,2
778.68,25.2,30.9,61.85,19,3,14,2
799.155,29.5,27.09,63.18,19,9,14,2
730.821,27.3,26.77,60.26,21,4,14,2
595.98,22,27.09,63.18,17,4,14,2
581.08,19.9,29.2,61.84,16,9,14,2
657.882,26.2,25.11,56.75,19,7,14,2
769.16,28.7,26.8,53.16,18,3,14,2
649.704,21.4,30.36,59.17,18,3,14,2
638.369,23.9,26.71,61.85,20,3,14,2
984.105,28.5,34.53,59.16,20,9,14,2
700.569,27.9,25.11,56.75,20,2,14,2
737.196,27.6,26.71,61.85,18,8,14,2
729.06,29,25.14,62.82,20,8,14,2
719.044,26.8,26.83,58.85,16,11,14,2
750.6,22.5,33.36,53.84,16,13,14,2
779.932,29.2,26.71,61.85,20,4,14,2
607.662,24.2,25.11,56.75,16,9,14,2
699.6,22,31.8,34.28,25,10,14,2
585.402,25.8,22.69,48.05,27,11,14,2
370.656,19.8,18.72,65.44,27,4,14,2
372.528,19.9,18.72,65.44,25,5,14,2
460.29,22.9,20.1,55.85,28,6,14,2
349.516,23.6,14.81,65.48,28,7,14,2
305.604,23.4,13.06,64.71,28,7,14,2
289.932,22.2,13.06,64.71,28,7,14,2
1158.507,21.3,54.39,65.22,21,5,27,4
1129.164,21.9,51.56,65.13,21,11,27,3
2379.492,31.4,75.78,67.33,22,16,27,3
1523.178,20.1,75.78,59.93,20,21,27,5
1129.856,20.8,54.32,65.3,21,22,27,4
1425.604,18.8,75.83,67.28,21,2,27,3
1275.58,29.5,43.24,65.13,23,15,27,3
1191.141,33.3,35.77,49.47,1,7,12,2
834.262,28.6,29.17,49.47,1,3,12,2
819.084,29.4,27.86,48.85,1,3,12,2
1255.8,29.9,42,51.04,1,3,12,3
1005.137,28.1,35.77,49.47,1,5,12,2
1199.208,34.8,34.46,48.85,1,5,12,2
1226.4,29.2,42,51.04,1,6,12,2
1116.024,31.2,35.77,49.47,1,11,12,2
1262.681,35.3,35.77,49.47,1,12,12,2
1251.95,35,35.77,49.47,1,10,12,2
819.084,29.4,27.86,48.85,1,4,12,2
1209.6,28.8,42,51.04,1,4,12,3
549.636,32.6,16.86,78.06,26,7,13,2
570.423,16.1,35.43,82.18,36,6,12,3
1249.915,29.5,42.37,56.49,16,7,15,3
545.125,24.5,22.25,60.24,14,7,15,2
987.66,27,36.58,55.41,15,7,15,3
859.63,23.5,36.58,56.23,14,3,15,3
849.114,20.7,41.02,49.82,13,5,15,3
379.848,20.4,18.62,56.53,13,8,15,3
865.07,31.4,27.55,67.37,17,8,15,2
1097.894,23.8,46.13,46.88,14,8,15,3
790.895,29.5,26.81,62.12,16,8,15,3
1081.06,28.3,38.2,50.67,15,8,15,3
1300.65,34.5,37.7,63.72,18,6,15,3
756.862,22.3,33.94,67.08,14,6,15,2
1431.954,31.8,45.03,57.58,17,11,15,3
579.096,21.6,26.81,62.12,13,13,15,2
1229.448,26.4,46.57,45.35,16,12,15,3
1033.854,22.2,46.57,45.35,14,12,15,3
2122.94,35.8,59.3,60.2,18,15,15,4
738.468,28.1,26.28,58,15,3,15,2
722.7,27.5,26.28,58,15,4,15,2
888.552,32.8,27.09,61.04,18,7,15,2
839.258,30.2,27.79,59.47,16,3,15,3
841.341,32.1,26.21,56.73,15,9,15,2
781.058,29.8,26.21,56.73,14,9,15,2
859.8,30,28.66,57.8,17,2,15,2
805.94,29.5,27.32,58.53,17,2,15,2
574.207,28.3,20.29,62.64,16,2,15,2
504.906,25.8,19.57,62.99,15,5,15,2
826.245,30.5,27.09,61.04,16,5,15,2
664.912,23.2,28.66,57.79,14,8,15,2
649.28,32,20.29,62.64,15,8,15,2
580.294,28.6,20.29,62.64,14,8,15,2
720.5,26.2,27.5,59.47,14,6,15,3
887.444,29.8,29.78,55.53,15,11,15,2
630.168,30.8,20.46,62.83,16,11,15,2
882.848,37.6,23.48,60.17,17,11,15,2
1226.484,31.4,39.06,59.7,16,11,15,3
1199.142,30.7,39.06,59.71,15,11,15,3
853.437,23.7,36.01,59.94,13,13,15,3
1208.466,41.4,29.19,61.04,17,13,15,2
728.4,24,30.35,59.65,14,13,15,2
1029.129,28.9,35.61,59.38,15,12,15,2
565.11,27,20.93,59.35,15,14,15,2
725.365,23.9,30.35,59.65,14,10,15,2
908.733,32.7,27.79,59.47,15,10,15,3
950.266,32.3,29.42,58.52,17,4,15,3
444.351,21.9,20.29,62.64,13,4,15,2
760.084,31.1,24.44,62.29,16,4,15,3
671.426,24.1,27.86,59.25,14,4,15,2
724.904,31.6,22.94,60.86,6,15,15,2
619.38,27,22.94,60.86,5,4,15,2
520.738,22.7,22.94,60.86,4,4,15,2
949.41,38.5,24.66,58.41,7,3,15,2
835.504,31.6,26.44,60.31,6,3,15,2
949.196,35.9,26.44,60.31,7,4,15,2
949.196,35.9,26.44,60.31,6,11,15,2
1060.244,40.1,26.44,60.31,7,15,15,2
1248.561,35.3,35.37,59.85,7,2,15,3
909.009,25.7,35.37,52.72,3,4,15,2
898.73,37,24.29,60.58,7,2,15,2
794.283,32.7,24.29,60.58,7,4,15,2
1339.03,32.9,40.7,58.82,6,7,15,2
948.948,36.4,26.07,62.51,7,4,15,2
1453.806,30.6,47.51,58.08,7,2,15,3
2252.16,28.8,78.2,60.76,4,2,15,2
2044.648,26.2,78.04,60.89,4,6,15,4
2598.732,33.3,78.04,60.89,4,11,15,3
2089.09,31,67.39,54.46,5,8,15,4
1630.838,24.2,67.39,50.06,2,15,15,4
2851.505,39.5,72.19,57.33,7,13,15,3
1497.771,29.7,50.43,63.71,37,5,12,4
2063.985,23.1,89.35,61.53,33,14,18,5
1631.7,24.5,66.6,61.1,32,18,18,4
2099.176,25.7,81.68,62.74,33,18,18,4
1126.081,16.7,67.43,60.35,29,7,18,4
1662.6,20,83.13,61.65,32,7,18,4
1225.6,20,61.28,58.8,30,9,18,4
814.8,21,38.8,69.03,37,7,12,3
731.376,21.6,33.86,67.9,37,7,12,3
